Sample	Bin	Taxonomic description	Relative abundance (%)	# contigs	Total length (bp)	Largest contig (bp)	N50	L50	GC%	Coverage	# ORFs	# SSUs	Circular	Putative virus	# reads recruited	% reads assigned	Lowest-rank taxon to which ≥ 75% reads assigned	TaxID	Rate %	Taxon of any rank to which most reads assigned	TaxID	Rate %	CheckM-inferred UID and lineage	Completeness	Contamination	Heterogeneity	5S rRNA	16S rRNA	23S rRNA	# of 20 tRNAs
560	6	unidentified organism dm1 (Clostridiales-like)	2.59	58	2,998,979	 312,853 	75,066	11	55.7	28.41	2596	1	no	no	 599,593 	10.19	Clostridiales	186802	96.49	Subdoligranulum variabile DSM 15176	411471	22.98	1212: o__Clostridiales	99.32	0.68	0	yes	no	no	18
560	7	Clostridium sp. CAG:306	0.95	28	2,196,794	 398,271 	113,209	5	36.59	14.26	2159	1	no	no	 217,280 	89.68	Clostridium sp. CAG:306	1262794	99.81	Clostridium sp. CAG:306	1262794	99.81	1453: k__Bacteria	89.74	1.22	0	no	yes	no	15
560	8	putative virus ph9	0.92	1	60,164	 60,164 	60,164	1	49.28	505.93	101	0	yes	yes	 210,883 	0.027	Bacteria	2	100	Butyricicoccus pullicaecorum 1.2	1203606	19.3	1: root	0	0	0	no	no	no	0
560	9	putative virus ph1 (crish A)	0.38	1	83,774	 83,774 	83,774	1	34.62	147.96	108	0	yes	yes	 85,649 	15.17	Escherichia coli	562	99.88	Escherichia coli M17	1392862	99.87	1: root	0	0	0	no	no	no	0
560	10	Akkermansia sp. CAG:344	0.21	828	1,494,882	 11,975 	1,828	267	58.02	4.57	1555	1	no	no	 49,025 	89.74	Akkermansia sp. CAG:344	1262691	94.28	Akkermansia sp. CAG:344	1262691	94.28	2982: k__Bacteria	46.1	0.4	33.33	yes	no	yes	2
560	11	putative virus ph17	0.1	1	18,934	 18,934 	18,934	1	29.22	173.86	28	0	no	yes	 22,677 	0.233	Eubacterium	1730	96.23	Agathobacter rectalis ATCC 33656	515619	50.94	1: root	0	0	0	no	no	no	0
678	1	Escherichia coli (a)	61.73	925	5,175,645	 51,282 	8,195	188	50.49	311.28	4909	7	no	no	 11,202,433 	99.9	Escherichia coli	562	96.22	Escherichia coli	562	20.24	5162: f__Enterobacteriaceae	96.66	15.17	93.1	yes	no	no	16
678	2	Escherichia coli (b)	13.12	1014	2,725,500	 44,116 	3,295	147	48.63	125.61	2924	0	no	no	 2,390,808 	99.87	Escherichia coli	562	97.12	Escherichia coli	562	21.45	203: k__Bacteria	17.24	5.17	100	no	no	no	3
678	3	Escherichia coli island	3.52	149	549,511	 44,999 	4,999	25	54.6	167.14	625	0	no	no	 641,183 	99.92	Escherichia coli	562	98.05	Escherichia coli	562	22.01	1: root	0	0	0	no	no	no	2
678	4	Dialister sp.	1.47	19	1,614,491	 274,471 	220,949	4	45.74	23.84	1612	4	no	no	 270,839 	90.66	Dialister	39948	99.01	Dialister invisus CAG:218	1263072	50.32	1022: p__Firmicutes	75.32	0.63	0	no	no	no	19
678	5	putative virus ph9	1.14	1	56,607	 56,607 	56,607	1	49.25	525.77	100	0	no	yes	 207,504 	0.561	Bacteria	2	99.74	Enterobacter sp. E20	1560339	11.15	1: root	0	0	0	no	no	no	0
678	6	unidentified organism dm1 (Ruminococcaceae-like)	1.13	193	2,612,121	 92,600 	22,557	33	56	11.27	2314	3	no	no	 207,135 	9.579	Ruminococcaceae	541000	75.09	Subdoligranulum variabile DSM 15176	411471	31.89	1212: o__Clostridiales	98.47	2.04	0	yes	yes	yes	15
678	7	putative virus	0.9	1	43,567	 43,567 	43,567	1	38.9	537.4	75	0	yes	yes	 163,017 	0.593	Roseburia intestinalis	166486	92.87	Roseburia intestinalis L1-82	536231	92.87	1: root	0	0	0	no	no	no	0
678	8	bacterium LF-3	0.81	500	2,624,346	 35,986 	7,303	108	29.28	8.02	2727	2	no	no	 147,052 	84.94	bacterium LF-3	1504823	98.36	bacterium LF-3	1504823	98.36	2372: k__Bacteria	93.35	0.94	0	no	no	no	10
678	9	Firmicutes bacterium CAG:41	0.51	842	2,283,252	 16,455 	3,122	229	38.33	5.78	2100	1	no	no	 93,174 	80.5	Firmicutes bacterium CAG:41	1263021	98.45	Firmicutes bacterium CAG:41	1263021	98.45	1212: o__Clostridiales	79.56	1.06	0	no	no	no	7
678	10	Dialister sp.	0.19	1	239,239	 239,239 	239,239	1	40.5	21.08	220	0	no	no	 35,411 	94.56	Dialister	39948	99.99	Dialister invisus CAG:218	1263072	53.54	203: k__Bacteria	24.14	0	0	yes	no	no	2
678	11	Lachnospiraceae bacterium	0.19	495	980,694	 7,231 	2,113	165	42.79	4.93	846	0	no	no	 34,842 	98.23	Lachnospiraceae	186803	97.98	Lachnospiraceae bacterium 1_1_57FAA	658081	26.36	203: k__Bacteria	34.18	0.86	0	no	no	no	1
678	12	putative virus ph1 (crish A)	0.04	1	81,549	 81,549 	81,549	1	34.55	13.12	101	0	no	yes	 7,385 	0.23	Escherichia coli	562	88.24	Escherichia coli M17	1392862	88.24	1: root	0	0	0	no	no	no	0
715	1	Roseburia sp. CAG:45	10.75	25	2,834,186	 594,700 	147,415	5	41.16	362.77	2702	1	no	no	 7,050,659 	88.48	Roseburia sp. CAG:45	1262947	92.42	Roseburia sp. CAG:45	1262947	92.42	1286: f__Lachnospiraceae	97.58	1.22	0	no	no	no	17
715	2	Clostridium sp. CAG:352	4.12	30	2,697,602	 464,919 	212,296	5	36.81	146	2532	3	no	no	 2,689,890 	66.83	Clostridium sp. CAG:352	1262798	94.27	Clostridium sp. CAG:352	1262798	94.27	1212: o__Clostridiales	99.33	0.34	0	yes	yes	yes	18
715	3	Blautia sp. CAG:37	3.08	231	3,237,428	 167,063 	31,620	29	48.37	90.96	2911	4	no	no	 2,010,237 	82.64	Blautia sp. CAG:37	1262757	97.79	Blautia sp. CAG:37	1262757	97.79	1226: o__Clostridiales	97.05	8.6	90	no	no	no	13
715	4	unidentified organism dm1 (Ruminococcaceae-like)	2.84	36	2,915,739	 311,815 	113,085	7	55.81	93.12	2561	3	no	no	 1,855,495 	7.576	Ruminococcaceae	541000	75.3	Subdoligranulum variabile DSM 15176	411471	26.65	1212: o__Clostridiales	98.64	0.68	0	yes	no	no	19
715	5	Ruminococcus sp.	2.19	54	2,665,367	 162,676 	75,325	12	43.32	78.7	2451	1	no	no	 1,437,999 	88.65	Ruminococcus	1263	99.44	Ruminococcus bicirculans	1160721	51.14	1212: o__Clostridiales	98.63	0	0	no	yes	no	15
715	6	Clostridium sp. CAG:411	1.93	44	2,968,993	 243,097 	109,841	11	35.98	62.31	2584	3	no	no	 1,266,522 	91.65	Clostridium sp. CAG:411	1262802	98.62	Clostridium sp. CAG:411	1262802	98.62	1212: o__Clostridiales	93.29	1.34	0	no	no	no	11
715	7	Eubacterium sp.	1.93	39	2,473,968	 267,067 	74,832	10	41.7	74.75	2268	5	no	no	 1,261,155 	89.82	Eubacterium	1730	93.56	Eubacterium rectale CAG:36	1263079	47.05	1286: f__Lachnospiraceae	99.52	0	0	no	no	no	17
715	8	Akkermansia sp. CAG:344	1.79	34	3,105,108	 328,943 	148,683	8	57.78	55.03	2572	1	no	no	 1,166,631 	90.75	Akkermansia sp. CAG:344	1262691	97.38	Akkermansia sp. CAG:344	1262691	97.38	2982: k__Bacteria	97.96	0.68	0	no	no	yes	18
715	9	Escherichia coli (a)	1.23	887	5,456,972	 53,744 	9,085	184	50.81	21.48	5226	4	no	no	 802,349 	99.84	Escherichia coli	562	95.6	Escherichia coli	562	18.12	5162: f__Enterobacteriaceae	99.09	13.35	94.96	yes	no	no	16
715	10	Clostridiales bacterium	1.13	55	3,301,664	 219,044 	91,852	13	46.83	32.84	2999	4	no	no	 746,937 	81.64	Clostridiales	186802	78.74	Clostridium sp. CAG:91	1262845	71.8	1286: f__Lachnospiraceae	96.04	2	28.57	no	no	no	15
715	11	unidentified organism (Clostridiales-like)	0.9	35	3,044,078	 342,256 	178,617	6	47.38	28.18	2956	1	no	no	 586,213 	8.926	Clostridiales	186802	79.75	Firmicutes bacterium CAG:24	1263012	11.65	1256: f__Lachnospiraceae	96.49	1.17	0	no	no	no	16
715	12	unidentified organism (Clostridiales-like)	0.89	54	3,386,163	 253,198 	103,488	12	54.44	25.04	3216	4	no	no	 579,284 	5.169	Clostridiales	186802	94.96	Clostridium sp. M62/1	411486	24.51	1226: o__Clostridiales	99.35	0	0	no	no	no	16
715	13	unidentified organism	0.86	23	2,206,467	 290,023 	125,222	6	58.93	37.21	2063	1	no	no	 561,517 	4.578	Clostridiales	186802	96.46	Subdoligranulum sp. 4_3_54A2FAA	665956	20.98	1212: o__Clostridiales	90.48	0	0	no	no	no	19
715	14	Firmicutes bacterium CAG:41	0.85	37	3,056,783	 394,632 	130,581	7	38.08	26.53	2555	1	no	no	 552,970 	66.83	Firmicutes bacterium CAG:41	1263021	99.14	Firmicutes bacterium CAG:41	1263021	99.14	1212: o__Clostridiales	97.99	1.34	0	yes	yes	no	16
715	15	unidentified organism (Clostridiales-like)	0.83	12	549,118	 129,102 	79,542	3	55.41	143.85	480	0	no	no	 540,899 	12.1	Clostridiales	186802	85.86	Subdoligranulum variabile DSM 15176	411471	21.72	1: root	0	0	0	no	no	no	8
715	16	unidentified organism	0.7	43	2,667,882	 333,382 	97,378	10	43.58	25.21	2120	0	no	no	 458,644 	0.21	Firmicutes	1239	79.81	Firmicutes bacterium CAG:41	1263021	18.63	1212: o__Clostridiales	97.09	0	0	no	no	no	16
715	17	putative virus ph13	0.66	2	145,145	 94,811 	94,811	1	38.24	436.79	167	0	no	yes	 432,655 	0.363	Parabacteroides merdae	46503	86.7	Parabacteroides merdae CL09T00C40	999421	86.7	1: root	0	0	0	no	no	no	4
715	18	Ruminococcus lactaris	0.62	42	2,238,580	 200,643 	71,410	10	43.02	26.58	1976	3	no	no	 406,922 	95.56	Ruminococcus lactaris	46228	97.19	Ruminococcus lactaris CC59_002D	1073376	51.3	1256: f__Lachnospiraceae	91.41	0	0	no	no	no	17
715	19	Firmicutes bacterium CAG:24	0.52	142	2,637,318	 90,657 	31,730	26	48.95	19.01	2281	4	no	no	 343,972 	93.48	Firmicutes bacterium CAG:24	1263012	97.79	Firmicutes bacterium CAG:24	1263012	97.79	1255: f__Lachnospiraceae	95.21	0.57	66.67	no	no	no	13
715	20	Bifidobacterium longum	0.48	41	2,338,265	 324,828 	89,015	8	60.2	19.71	1988	1	no	no	 314,524 	99.66	Bifidobacterium longum	216816	87.4	Bifidobacterium longum DJO10A	205913	5.49	1462: f__Bifidobacteriaceae	100	0	0	no	no	no	17
715	21	Ruminococcus sp. CAG:330	0.39	47	2,447,053	 189,760 	75,991	10	52.84	15.15	2185	1	no	no	 253,632 	93.57	Ruminococcus sp. CAG:330	1262954	94.41	Ruminococcus sp. CAG:330	1262954	94.41	1212: o__Clostridiales	97.99	0.89	0	yes	yes	no	17
715	22	unidentified organism	0.38	60	2,590,505	 184,962 	62,510	14	52.09	13.98	2334	0	no	no	 248,321 	1.44	Clostridiales	186802	77.32	[Clostridium] leptum DSM 753	428125	13.98	1212: o__Clostridiales	95.3	1.34	0	no	no	no	12
715	23	unidentified organism dm4	0.36	165	2,346,163	 78,269 	20,170	35	55.71	14.51	2200	2	no	no	 233,345 	4.897	Clostridiales	186802	92	Eubacterium desmolans ATCC 43058	1408437	55.06	1212: o__Clostridiales	97.99	3.02	80	yes	no	no	17
715	24	Phascolarctobacterium sp. CAG:207	0.35	122	2,416,327	 114,551 	32,863	25	43.72	13.81	2243	3	no	no	 230,958 	90.55	Phascolarctobacterium sp. CAG:207	1262914	99.26	Phascolarctobacterium sp. CAG:207	1262914	99.26	1024: o__Selenomonadales	100	1.62	20	yes	no	yes	17
715	25	Streptococcus thermophilus	0.34	153	1,792,251	 74,606 	21,270	25	39.19	18.3	1941	4	no	no	 225,217 	99.11	Streptococcus thermophilus	1308	85.59	Streptococcus thermophilus CNRZ1066	299768	22.82	684: g__Streptococcus	99.89	3.27	78.95	yes	yes	no	14
715	26	Parabacteroides sp.	0.31	951	3,905,660	 21,425 	5,563	229	45.61	7.5	3218	2	no	no	 201,065 	96.9	Parabacteroides	375288	85.66	Parabacteroides distasonis CL03T12C09	999416	12.05	2621: o__Bacteroidales	86.51	3.34	7.69	no	no	no	10
715	27	Collinsella sp.	0.28	120	2,087,186	 83,326 	22,394	27	60.11	12.69	1813	0	no	no	 180,768 	85.14	Collinsella	102106	99.36	Collinsella aerofaciens ATCC 25986	411903	35.11	2112: p__Actinobacteria	100	0.81	0	no	no	no	15
715	28	Roseburia sp. CAG:471	0.27	236	2,400,178	 99,557 	15,700	46	46.59	10.94	2101	1	no	no	 179,856 	90.74	Roseburia sp. CAG:471	1262948	82.18	Roseburia sp. CAG:471	1262948	82.18	1226: o__Clostridiales	90.42	1.58	0	no	no	no	10
715	29	Lachnospiraceae bacterium	0.27	223	2,251,782	 37,393 	13,654	56	41.99	11.36	1909	1	no	no	 175,450 	98.76	Lachnospiraceae	186803	97.6	Lachnospiraceae bacterium 8_1_57FAA	665951	27.4	1256: f__Lachnospiraceae	91.98	0.29	0	no	no	no	9
715	30	Oscillibacter sp. CAG:241	0.25	74	1,537,892	 88,469 	36,755	13	62.35	15.55	1492	1	no	no	 166,245 	57.9	Oscillibacter sp. CAG:241	1262911	90.28	Oscillibacter sp. CAG:241	1262911	90.28	1212: o__Clostridiales	73.77	0.67	0	no	no	no	4
715	31	unidentified organism (Eubacterium sp. CAG:146-like)	0.22	1	553,521	 553,521 	553,521	1	36.77	37.8	481	0	no	no	 142,410 	30.41	Eubacterium sp. CAG:146	1262879	95.53	Eubacterium sp. CAG:146	1262879	95.53	203: k__Bacteria	4.7	0	0	no	no	no	7
715	32	Clostridiales bacterium	0.22	202	2,032,821	 51,990 	13,260	47	51.85	10.17	1821	2	no	no	 142,042 	98.83	Clostridiales	186802	99.85	[Clostridium] leptum DSM 753	428125	60.98	1212: o__Clostridiales	82.3	4.03	11.11	yes	no	no	13
715	33	Eggerthella sp. CAG:298	0.2	281	1,746,715	 35,160 	10,917	47	54.45	10.97	1653	2	no	no	 130,862 	87.98	Eggerthella sp. CAG:298	1262876	99.82	Eggerthella sp. CAG:298	1262876	99.82	2112: p__Actinobacteria	97.72	5.89	70	yes	no	no	12
715	34	Firmicutes bacterium CAG:103	0.19	159	1,763,443	 44,102 	15,724	36	62.63	10.34	1685	0	no	no	 125,775 	90.34	Firmicutes bacterium CAG:103	1262999	98.73	Firmicutes bacterium CAG:103	1262999	98.73	1212: o__Clostridiales	87.9	2.01	0	no	no	no	11
715	35	Holdemania filiformis	0.17	961	2,575,954	 19,895 	3,131	247	51.17	6.39	2629	2	no	no	 113,713 	95.58	Holdemania filiformis	61171	98.4	Holdemania filiformis DSM 12042	545696	98.4	2372: k__Bacteria	76.49	3.74	12.5	yes	no	yes	9
715	36	unidentified organism dm2	0.14	120	1,461,277	 58,699 	17,305	28	48.33	9.32	1335	0	no	no	 93,034 	1.608	Clostridiales	186802	88.9	Blautia sp. CAG:37	1262757	39.3	203: k__Bacteria	64.66	0	0	no	no	no	12
715	37	Escherichia coli (b)	0.12	450	1,178,944	 30,302 	3,313	88	50.72	10.06	1310	0	no	no	 81,397 	99.39	Escherichia coli	562	97.25	Escherichia coli	562	17.16	1: root	4.17	0	0	no	no	no	2
715	38	Firmicutes bacterium	0.11	669	1,567,242	 11,938 	2,604	199	46.27	6.43	1619	1	no	no	 70,242 	96.13	Firmicutes	1239	99.91	Firmicutes bacterium CAG:466	1263025	60	1212: o__Clostridiales	73.11	1.25	25	no	no	no	5
715	39	unidentified organism	0.08	321	999,764	 18,097 	3,846	89	37.36	7.38	875	0	no	no	 50,577 	2.524	Clostridiales	186802	87.16	Eubacterium ventriosum ATCC 27560	411463	19.5	1212: o__Clostridiales	75.2	0.77	16.67	no	no	no	0
715	40	Escherichia coli island	0.02	37	172,052	 34,296 	10,177	5	38.51	13.7	156	0	no	no	 16,126 	99.5	Escherichia coli	562	99.25	Escherichia coli	562	20.22	1: root	0	0	0	no	no	no	0
715	41	unidentified organism	0.02	300	457,315	 3,507 	1,515	112	41.83	4.55	481	0	no	no	 14,487 	1.428	Firmicutes	1239	89.37	Firmicutes bacterium CAG:466	1263025	20.29	1: root	8.33	0	0	no	no	no	0
715	42	putative virus ph8 (crish I)	0.02	3	91,848	 48,018 	48,018	1	32.04	20.54	72	0	no	yes	 12,855 	0.031	Bacteria	2	100	Mycobacterium tuberculosis 210	164513	50	1: root	0	0	0	no	no	no	0
715	43	Klebsiella pneumoniae	0.01	166	235,225	 6,297 	1,344	64	56.4	4.61	283	0	no	no	 7,814 	78.38	Klebsiella pneumoniae	573	80.72	Klebsiella pneumoniae	573	22.87	1: root	0	0	0	no	no	no	0
715	44	putative virus ph16	0.01	15	71,456	 22,328 	14,754	2	38.52	7.93	94	0	no	yes	 3,881 	0	unknown	0	0	unknown	0	0	1: root	0	0	0	no	no	no	2
6128	1	Clostridiales bacterium	61.95	109	4,201,579	 295,672 	83,904	17	40.92	1631.89	3765	7	no	no	 46,486,259 	92.51	Clostridiales	186802	99.12	Blautia wexlerae DSM 19850	1121115	32.43	1226: o__Clostridiales	99.37	0	0	no	no	no	16
6128	2	Lachnospiraceae bacterium	6.96	24	2,223,278	 247,981 	118,085	7	43.62	346.39	2083	2	no	no	 5,220,805 	95.49	Lachnospiraceae	186803	85.71	Ruminococcus gnavus ATCC 29149	411470	33.21	1256: f__Lachnospiraceae	83.63	0	0	no	no	no	15
6128	3	Eubacterium sp.	3.92	82	3,214,810	 237,288 	58,363	16	38.42	135.03	2824	5	no	no	 2,943,850 	91.81	Eubacterium	1730	97.62	[Eubacterium] hallii DSM 3353	411469	49.01	1212: o__Clostridiales	99.33	0.67	0	no	no	no	16
6128	4	Firmicutes bacterium island	2.05	10	27,558	 6,114 	3,336	3	41.66	8225.5	29	0	no	no	 1,545,252 	61.95	Firmicutes	1239	84.14	Blautia wexlerae DSM 19850	1121115	16.16	1: root	0	0	0	no	no	no	0
6128	5	Lachnospiraceae bacterium	1.7	47	2,831,290	 325,750 	102,836	10	36.91	66.56	2739	4	no	no	 1,287,880 	93.94	Lachnospiraceae	186803	76.72	Clostridium sp. SS2/1	411484	22.36	1212: o__Clostridiales	99.33	2.01	0	no	no	no	16
6128	6	Blautia sp. CAG:52	1.05	35	2,709,515	 419,361 	123,580	7	44.76	43.09	2382	5	no	no	 798,392 	93.82	Blautia sp. CAG:52	1262758	81.58	Blautia sp. CAG:52	1262758	81.58	1226: o__Clostridiales	95.89	0.63	0	no	no	no	16
6128	7	Bifidobacterium longum	0.74	37	2,395,214	 398,390 	146,940	5	60.28	34.01	2050	0	no	no	 552,100 	98.27	Bifidobacterium longum	216816	90.08	Bifidobacterium longum	216816	4.59	1462: f__Bifidobacteriaceae	98.16	0.92	0	no	no	no	16
6128	8	Blautia producta	0.68	277	5,428,221	 121,804 	30,587	53	47.35	13.78	4872	1	no	no	 507,848 	91.18	Blautia producta	33035	97.08	Blautia producta	33035	96.17	1226: o__Clostridiales	95.86	2.07	0	no	no	no	11
6128	9	Erysipelotrichaceae bacterium	0.6	83	3,264,858	 200,004 	62,250	17	31.49	20.37	3282	2	no	no	 452,914 	94.81	Erysipelotrichaceae	128827	82.98	Clostridiales bacterium VE202-18	1232446	17.72	2372: k__Bacteria	97.17	1.42	0	yes	no	no	15
6128	10	Blautia sp. CAG:37	0.48	79	2,953,456	 187,311 	56,331	17	48.32	18.01	2624	2	no	no	 362,191 	84.03	Blautia sp. CAG:37	1262757	94.84	Blautia sp. CAG:37	1262757	94.84	1226: o__Clostridiales	97.68	0.95	0	no	no	no	16
6128	11	Blautia sp. CAG:257	0.31	223	2,842,702	 73,732 	18,880	49	43.95	11.88	2540	0	no	no	 229,554 	81.36	Blautia sp. CAG:257	1262756	94.49	Blautia sp. CAG:257	1262756	94.49	1226: o__Clostridiales	93.49	0.21	0	no	no	no	14
6128	12	Firmicutes bacterium	0.3	563	3,358,148	 47,732 	8,564	116	44.96	10	3284	2	no	no	 228,525 	99.32	Firmicutes	1239	99.81	Erysipelotrichaceae bacterium 21_3	658657	32.06	2372: k__Bacteria	84.99	1.26	0	no	no	no	8
6128	13	Clostridiales bacterium	0.25	684	3,214,330	 42,129 	6,374	141	48.36	8.72	3087	2	no	no	 190,295 	97.04	Clostridiales	186802	99.92	Clostridiales bacterium VE202-26	1232454	49.65	1256: f__Lachnospiraceae	86.86	2.09	25	no	no	no	13
6128	14	putative virus ph2 (crish B)	0.08	1	97,638	 97,638 	97,638	1	31.54	95.69	168	0	yes	yes	 63,451 	0.089	Bacteroides vulgatus	821	77.19	Bacteroides vulgatus dnLKV7	1235786	77.19	1: root	0	0	0	no	no	no	0
6128	15	crAssphage	0.02	3	98,029	 42,542 	38,692	2	29.02	27.03	92	0	no	yes	 18,058 	93.07	uncultured phage crAssphage	1211417	99.53	uncultured phage crAssphage	1211417	99.53	1: root	0	0	0	no	no	no	0
6128	16	Eubacterium sp. CAG:274	0.02	284	423,350	 4,070 	1,495	105	35.5	5.42	367	0	no	no	 15,966 	92.39	Eubacterium sp. CAG:274	1262888	96.62	Eubacterium sp. CAG:274	1262888	96.62	1212: o__Clostridiales	25.16	0.73	33.33	no	no	no	3
6163	1	Escherichia coli (a)	78.89	1026	5,854,532	 51,446 	8,462	194	50.55	1894.89	5633	5	no	no	 74,882,348 	99.97	Escherichia coli	562	97.59	Escherichia coli	562	23.32	5162: f__Enterobacteriaceae	97.9	12.6	92.52	yes	no	no	16
6163	2	Escherichia coli (b)	14.75	1197	3,184,010	 110,982 	3,112	231	50.39	651.51	3202	1	no	no	 14,052,882 	99.87	Escherichia coli	562	97.66	Escherichia coli	562	17.29	203: k__Bacteria	36.36	1.72	100	yes	no	no	9
6163	3	Escherichia coli (c)	0.73	808	1,808,496	 35,371 	2,352	166	49.94	57.13	1860	0	no	no	 723,998 	99.95	Escherichia coli	562	96.82	Escherichia coli	562	18.94	203: k__Bacteria	19.54	0	0	no	no	no	2
6163	4	Escherichia coli island	0.24	10	52,280	 18,987 	8,060	2	34.4	641.65	55	0	no	no	 226,753 	99.96	Escherichia coli	562	99.81	Escherichia coli	562	14.9	1: root	0	0	0	no	no	no	0
6163	5	unidentified organism	0.14	25	738,526	 85,081 	43,355	7	44.41	27.07	515	1	no	no	 137,172 	3.663	Staphylococcus aureus	1280	89.25	Staphylococcus aureus subsp. aureus	46170	89.25	203: k__Bacteria	3.87	0	0	no	no	no	13
6163	6	crAssphage	0.07	1	94,708	 94,708 	94,708	1	29.25	97.24	89	0	no	yes	 62,022 	95.42	uncultured phage crAssphage	1211417	99.07	uncultured phage crAssphage	1211417	99.07	1: root	0	0	0	no	no	no	0
6163	7	putative virus ph2 (crish B)	0.05	1	98,968	 98,968 	98,968	1	32.54	66.87	167	0	yes	yes	 44,510 	0.042	Bacteria	2	100	Enterobacter sp. E20	1560339	31.58	1: root	0	0	0	no	no	no	2
6163	8	unidentified organism	0.02	70	291,037	 19,482 	5,236	17	38.83	8.94	261	0	no	no	 17,658 	0.079	Bacteria	2	100	Ruminococcus sp. CAG:9	1262967	21.43	1: root	4.17	0	0	no	no	no	0
6163	9	unidentified organism dm3 (TM7x-like)	0.01	226	362,526	 6,401 	1,588	79	44.27	5.17	345	2	no	no	 13,063 	17.7	Candidatus Saccharibacteria oral taxon TM7x	1476577	80.85	Candidatus Saccharibacteria oral taxon TM7x	1476577	80.85	1453: k__Bacteria	35.23	3.28	0	no	yes	no	9
6163	10	putative virus ph1 (crish A)	0	26	61,790	 8,244 	2,552	8	34.39	6.08	82	0	no	yes	 2,559 	0.117	Bacteria	2	100	Peptostreptococcus stomatis DSM 17678	596315	66.67	203: k__Bacteria	0.16	0	0	no	no	no	0
6165	1	Escherichia coli (a)	34.52	385	5,014,131	 107,690 	25,191	57	50.83	701.03	4695	6	no	no	 23,733,361 	99.95	Escherichia coli	562	96.8	Escherichia coli	562	18.23	5124: f__Enterobacteriaceae	99.69	4.07	94.44	yes	no	no	16
6165	2	Akkermansia sp.	13.74	22	2,695,907	 366,561 	155,240	6	55.63	518.83	2303	0	no	no	 9,451,429 	93.69	Akkermansia	239934	99.8	Akkermansia muciniphila CAG:154	1263034	56.65	2982: k__Bacteria	97.96	0	0	yes	no	no	18
6165	3	Eubacterium sp. (a)	2.85	51	2,834,150	 231,930 	94,909	9	41.45	102.34	2634	5	no	no	 1,967,644 	90.81	Eubacterium	1730	96.93	Agathobacter rectalis ATCC 33656	515619	47.96	1286: f__Lachnospiraceae	99.52	0.72	0	no	no	no	18
6165	4	Escherichia coli (b)	2.7	408	1,151,269	 54,890 	3,586	60	50.76	238.65	1207	0	no	no	 1,863,515 	99.94	Escherichia coli	562	96.86	Escherichia coli	562	20.61	203: k__Bacteria	4.31	0	0	no	no	no	5
6165	5	Collinsella sp.	2.29	39	2,241,082	 323,286 	77,136	8	59.85	104.13	1923	2	no	no	 1,584,211 	86.41	Collinsella	102106	99.1	Collinsella aerofaciens ATCC 25986	411903	36.58	2112: p__Actinobacteria	99.19	0.81	0	yes	no	yes	18
6165	6	Eubacterium sp. (b)	1.39	87	3,058,285	 172,218 	61,241	17	38.25	46.37	2625	6	no	no	 955,303 	90.99	Eubacterium	1730	98.64	[Eubacterium] hallii DSM 3353	411469	50.02	1212: o__Clostridiales	99.33	2.24	50	no	no	no	17
6165	7	unidentified organism dm1 (Ruminococcaceae-like)	0.91	52	2,682,963	 243,133 	79,479	11	56.02	34.67	2298	2	no	no	 629,848 	6.156	Ruminococcaceae	541000	84.73	Subdoligranulum variabile DSM 15176	411471	33	1212: o__Clostridiales	99.32	0.68	0	no	no	no	18
6165	8	Blautia sp. CAG:37	0.87	52	2,861,469	 196,735 	79,446	13	48.48	31.01	2510	4	no	no	 601,857 	87.71	Blautia sp. CAG:37	1262757	93.94	Blautia sp. CAG:37	1262757	93.94	1226: o__Clostridiales	98.95	1.27	0	no	yes	no	16
6165	9	crAssphage	0.66	12	96,338	 44,384 	17,039	2	29	693.26	88	0	no	yes	 450,233 	95.88	uncultured phage crAssphage	1211417	99.61	uncultured phage crAssphage	1211417	99.61	1: root	0	0	0	no	no	no	0
6165	10	Escherichia coli island	0.66	42	197,800	 40,386 	10,056	4	41.07	337.58	207	0	no	no	 450,134 	99.83	Escherichia coli	562	97.32	Escherichia coli	562	14.31	1: root	0	0	0	no	no	no	0
6165	11	Clostridiales bacterium	0.56	150	2,581,857	 102,758 	30,389	28	37.15	22.1	2440	2	no	no	 386,681 	96.59	Clostridiales	186802	99.48	Clostridium sp. SS2/1	411484	24.23	1212: o__Clostridiales	97.99	2.68	50	no	no	no	16
6165	12	Firmicutes bacterium CAG:41	0.47	180	2,548,546	 72,995 	25,101	34	38.29	18.61	2232	1	no	no	 318,778 	80.53	Firmicutes bacterium CAG:41	1263021	99.56	Firmicutes bacterium CAG:41	1263021	99.56	1212: o__Clostridiales	97.32	2.13	0	yes	no	no	16
6165	13	Lachnospiraceae bacterium	0.34	272	2,234,054	 48,683 	11,989	52	42.05	15.34	1906	0	no	no	 231,928 	99.13	Lachnospiraceae	186803	98.46	Lachnospiraceae bacterium 3_1_46FAA	665950	26.42	1256: f__Lachnospiraceae	94.53	0.88	0	no	no	no	8
6165	14	Ruminococcus lactaris	0.28	212	1,809,416	 40,725 	11,628	48	43.5	15.7	1609	1	no	no	 192,646 	98.14	Ruminococcus lactaris	46228	98.93	Ruminococcus lactaris CC59_002D	1073376	51.05	1256: f__Lachnospiraceae	86.4	0.51	0	no	no	no	9
